TIME(10ms),JKA01\JKA01\CTEC_ATAG0@Out.Val(1#核功率),JKA02\JKA01\CTEC_ATAG0@Out.Val(2#核功率),N00\JEG\CTEC_ATAG0@Out.Val(1#一回路压力),N00\JEG\CTEC_ATAG1@Out.Val(2#一回路压力),N00\HEC01\CTEC_ATAG0@Out.Val(1#一回路流量),N20\HEC02\CTEC_ATAG0@Out.Val(2#一回路流量),N00\HEC01\CTEC_ATAG3@Out.Val(1#氦风机转速),N20\HEC02\CTEC_ATAG3@Out.Val(2#氦风机转速),N00\HEC01\CTEC_ATAG1@Out.Val(1#热氦温度),N20\HEC02\CTEC_ATAG1@Out.Val(2#热氦温度),N00\HEC01\CTEC_ATAG2@Out.Val(1#冷氦温度),N20\HEC02\CTEC_ATAG2@Out.Val(2#冷氦温度),N00\HEC01\CTEC_ATAG5@Out.Val(1#热功率),N20\HEC02\CTEC_ATAG5@Out.Val(2#热功率),T00\LBA002\CTEC_ATAG0@Out.Val(1#SG出口温度),T00\LBA003\CTEC_ATAG0@Out.Val(2#SG出口温度),T00\LBA002\1LBA10CP801A@Out.Val(1#SG出口压力),T00\LBA003\2LBA10CP801A@Out.Val(2#SG出口压力),T00\LBA002\1LAB10CF001@Out.Val(1#给水流量),T00\LBA003\2LAB10CF001@Out.Val(2#给水流量),T00\LAB001\CTEC_ATAG23@Out.Val(1#给水温度),T00\LAB001\CTEC_ATAG25@Out.Val(2#给水温度),T00\LBA001\CTEC_ATAG10@Out.Val(蒸汽母管温度),T00\LBA001\CTEC_ATAG9@Out.Val(蒸汽母管压力),T00\LBA001\CTEC_ATAG26@Out.Val(主蒸汽流量),E00\GEN\CTEC_ATAG0@Out.Val(发电机功率),E00\GEN\CTEC_ATAG1@Out.Val(汽轮机转速)
113215,2.277827E-04,186.1568,7.67503,6.95897,0,130.1311,0,3812.197,513.3007,549.539,253.8384,245.215,9.910849E-03,211.0073,155.7984,493.6543,6.300795,13.19269,0,78.46851,35.00393,135.6151,493.6729,13.16666,33.60667,33.29597,3000
113245,2.266123E-04,186.1614,7.675015,6.958972,0,130.1302,0,3812.151,513.3007,549.5311,253.8384,245.1974,7.476449E-03,211.0066,155.799,493.6359,6.296658,13.19314,0,78.29252,35.00391,135.5975,493.6531,13.16709,33.61713,33.29044,3000
113280,2.260282E-04,186.1549,7.675,6.958975,5.049274E-03,130.131,0,3812.126,513.3007,549.527,253.8384,245.1901,6.635529E-03,210.987,155.6636,493.6193,6.293211,13.19322,0,78.20927,35.00389,135.5826,493.6354,13.16715,33.62822,33.28751,3000
113315,2.248729E-04,186.1578,7.674995,6.95898,6.270396E-03,130.1314,0,3812.09,513.3007,549.5231,253.8384,245.1839,7.535397E-03,210.9829,155.664,493.6049,6.290452,13.19308,0,78.00133,35.00388,135.5716,493.6201,13.167,33.63368,33.28638,3000
113344,2.242958E-04,186.1543,7.674979,6.95899,0,130.1316,0,3812.05,513.3007,549.5192,253.8366,245.1789,9.425946E-03,210.9773,155.6644,493.5898,6.286998,13.19277,0,77.94897,35.00386,135.557,493.6005,13.16661,33.61698,33.27855,3000
113376,2.231434E-04,186.1542,7.674963,6.958994,3.398607E-03,130.1326,0,3812.01,513.3007,549.5151,253.8366,245.1747,0.0110447,210.9787,155.6649,493.5668,6.283538,13.19225,0,77.9872,35.00384,135.5413,493.5809,13.16621,33.56565,33.22365,3000
113414,2.225682E-04,186.1609,7.674957,6.958998,6.404142E-03,130.1337,0,3811.903,513.3007,549.5071,253.8366,245.1672,7.483884E-03,210.9882,155.6655,493.5442,6.279381,13.19184,0,78.1208,35.00381,135.5214,493.5576,13.16583,33.5055,33.18771,3000
113442,2.214307E-04,186.1657,7.674956,6.959,0,130.133,0,3811.849,513.3007,549.5029,253.8347,245.1625,5.585557E-03,211.0118,155.6661,493.5229,6.275217,13.19168,0,78.41444,35.00379,135.5,493.5359,13.16569,33.4529,33.15966,3000
113474,2.202931E-04,186.1625,7.674938,6.959001,0,130.1322,0,3811.803,513.3007,549.499,253.8347,245.1563,9.355351E-03,211.0379,155.6666,493.5099,6.27174,13.1918,0,78.48306,35.00377,135.4829,493.5192,13.16586,33.43266,33.12379,3000
113510,2.197336E-04,186.1627,7.674914,6.959003,6.188913E-03,130.1313,0,3811.767,513.3007,549.495,253.8347,245.1487,7.515437E-03,211.025,155.6672,493.4886,6.267558,13.19222,0,78.42942,35.00375,135.4636,493.5001,13.16621,33.42801,33.09452,3000
113545,2.191673E-04,186.1661,7.674912,6.959006,5.897244E-03,130.1306,0,3811.736,513.3007,549.491,253.8329,245.14,4.944378E-03,211.0196,155.6678,493.4707,6.263369,13.19256,0,78.38266,35.00373,135.4447,493.4809,13.16654,33.43212,33.08656,3000
113579,2.180413E-04,186.1758,7.674917,6.95901,3.292905E-03,130.1299,0,3811.683,513.3008,549.483,253.8328,245.1214,9.624659E-03,210.991,155.6683,493.4554,6.259873,13.19275,0,78.32398,35.00371,135.4291,493.4645,13.16672,33.43603,33.08153,3000
113611,2.169211E-04,186.1685,7.674919,6.959015,6.130015E-03,130.13,0,3811.656,513.3008,549.4789,253.8328,245.1127,1.079398E-02,210.9912,155.6689,493.4362,6.255671,13.19279,0,78.15796,35.00368,135.4112,493.4442,13.16674,33.43932,33.07182,3000
113645,2.163702E-04,186.1767,7.674933,6.959023,7.449078E-03,130.1303,0,3811.625,513.3009,549.4749,253.8328,245.1048,6.566867E-03,210.9905,155.6694,493.4156,6.25146,13.19254,0,78.01371,35.00366,135.3936,493.4228,13.1665,33.42209,33.06098,3000
113675,2.158125E-04,186.1776,7.674949,6.959039,1.04762E-03,130.1311,0,3811.59,513.301,549.4708,253.8309,245.0983,6.622594E-03,210.9851,155.67,493.3943,6.247242,13.19217,0,77.97019,35.00364,135.3752,493.4008,13.16615,33.38468,33.0363,3000
113706,2.147037E-04,186.1807,7.674944,6.959046,2.713485E-03,130.1317,0,3811.547,513.3011,549.4669,253.8309,245.0927,8.887905E-03,210.9997,155.5349,493.3764,6.243017,13.19181,0,77.99035,35.00362,135.356,493.3789,13.16577,33.33113,32.97492,3000
113740,2.141527E-04,186.1883,7.674933,6.959053,5.78361E-03,130.1331,0,3811.446,513.3011,549.4588,253.8309,245.0826,8.317568E-03,211.0165,155.5354,493.3551,6.239491,13.19146,0,78.18876,35.0036,135.3387,493.3609,13.16549,33.287,32.9427,3000
113772,2.130581E-04,186.1811,7.674933,6.959057,4.994339E-03,130.1323,0,3811.391,513.3011,549.4548,253.8309,245.0769,5.691588E-03,210.998,155.536,493.3388,6.235253,13.19139,0,78.21709,35.00357,135.3186,493.3409,13.16545,33.2416,32.9112,3000
113809,2.12509E-04,186.182,7.674939,6.959061,0,130.132,0,3811.345,512.8079,549.4509,253.8291,245.0703,9.876349E-03,210.9818,155.5365,493.3206,6.231715,13.19151,0,78.31618,35.00356,135.3017,493.325,13.16556,33.22166,32.86736,3000
113840,2.114172E-04,186.185,7.674918,6.959066,7.117576E-03,130.1307,0,3811.301,512.8079,549.447,253.8291,245.0628,7.474587E-03,210.9559,155.5371,493.3033,6.227461,13.19169,0,78.25673,35.00353,135.2821,493.3063,13.16573,33.21252,32.85498,3000
113876,2.108746E-04,186.1799,7.674919,6.95907,4.898946E-03,130.1277,0,3811.25,512.8079,549.4391,253.829,245.046,7.448276E-03,210.9644,155.5377,493.2865,6.223203,13.19184,0,78.32568,35.00351,135.2622,493.2874,13.16587,33.20771,32.84109,3000
113905,2.10331E-04,186.1794,7.674913,6.959075,5.321526E-03,130.1265,0,3811.239,512.8079,549.4352,253.8268,245.0375,0.0062096,210.948,155.5383,493.2702,6.218935,13.192,0,78.22443,35.00349,135.2432,493.2689,13.16602,33.19687,32.818,3000
113937,2.092561E-04,186.1834,7.674921,6.959083,2.670063E-03,130.1266,0,3811.23,512.808,549.4313,253.8268,245.0296,9.442788E-03,210.9754,155.5388,493.2566,6.215374,13.19207,0,77.9633,35.00347,135.229,493.2535,13.16609,33.19274,32.8075,3000
113974,2.087191E-04,186.1872,7.67492,6.959093,4.61058E-03,130.1275,0,3811.213,512.808,549.4274,253.8268,245.0226,1.059631E-02,210.969,155.5394,493.2387,6.211092,13.19173,0,77.73461,35.00344,135.212,493.2332,13.16576,33.17458,32.79476,3000
114005,2.076467E-04,186.1834,7.674935,6.959114,3.847962E-03,130.1299,0,3811.184,512.8081,549.4236,253.8268,245.0166,6.198949E-03,210.9653,155.5399,493.2227,6.20752,13.19121,0,77.77938,35.00343,135.1964,493.2155,13.16527,33.12767,32.74783,3000
114037,2.071171E-04,186.1834,7.674935,6.959123,0,130.1303,0,3811.133,512.8081,549.4196,253.8249,245.0114,4.957028E-03,210.9832,155.5404,493.2098,6.203942,13.19078,0,77.78357,35.00341,135.1799,493.1982,13.16479,33.06015,32.72352,3000
114072,2.060531E-04,186.1852,7.674922,6.959132,5.833989E-04,130.1318,0,3811.027,512.8081,549.412,253.8249,245.0012,8.738122E-03,210.9874,155.5409,493.192,6.200363,13.19034,0,78.05975,35.00339,135.1618,493.1819,13.16446,33.00806,32.67451,3000
114102,2.055243E-04,186.192,7.674906,6.959141,4.315252E-03,130.1318,0,3810.968,512.8081,549.4081,253.8249,244.9957,7.385759E-03,210.9674,155.5415,493.1765,6.19607,13.19021,0,78.13493,35.00336,135.1407,493.1638,13.16435,32.96037,32.60506,3000
114140,2.044683E-04,186.1854,7.674907,6.959154,0,130.1312,0,3810.913,512.8081,549.4041,253.8231,244.9899,9.774683E-03,210.9725,155.4065,493.1637,6.191777,13.19045,0,78.4516,35.00334,135.118,493.1481,13.16459,32.93206,32.57598,3000
114170,2.039468E-04,186.1867,7.674892,6.959159,0,130.1293,0,3810.866,512.8081,549.4002,253.8231,244.9832,7.635284E-03,210.9419,155.407,493.155,6.188192,13.19092,0,78.57306,35.00332,135.0995,493.1364,13.16503,32.93187,32.55984,3000
114207,2.034234E-04,186.1925,7.674878,6.959167,4.881807E-03,130.1258,0,3810.817,512.8082,549.3923,253.8231,244.9679,7.124089E-03,210.9605,155.4077,493.1454,6.183167,13.19186,0,78.49084,35.0033,135.076,493.1217,13.16595,32.94126,32.54816,3000
114239,2.023784E-04,186.1967,7.674872,6.959177,6.159993E-03,130.125,0,3810.81,512.8082,549.3882,253.8231,244.9601,7.681403E-03,210.9545,155.4081,493.1399,6.180292,13.19235,0,78.44444,35.00328,135.0627,493.1134,13.16641,32.95139,32.54571,3000
114272,2.018568E-04,186.2012,7.674872,6.95919,0,130.1256,0,3810.804,512.8082,549.3843,253.8213,244.9532,5.255929E-03,210.9435,155.4086,493.1325,6.176692,13.19281,0,78.23521,35.00326,135.0474,493.1027,13.16685,32.96892,32.54665,3000
114305,2.008198E-04,186.1931,7.67484,6.959219,3.587517E-03,130.1256,0,3810.785,512.8082,549.3803,253.8213,244.9476,1.131747E-02,210.9583,155.409,493.1254,6.173808,13.19295,0,78.25806,35.00325,135.0343,493.0933,13.16697,32.98327,32.55145,3000
114335,2.003044E-04,186.1948,7.674835,6.959236,6.37493E-03,130.1294,0,3810.723,512.8082,549.3722,253.8213,244.9399,7.742218E-03,210.9532,155.4097,493.1113,6.168754,13.19287,0,78.15118,35.00322,135.0117,493.0761,13.16687,33.00134,32.55445,3000
114370,1.992807E-04,186.2011,7.674834,6.959252,1.035932E-03,130.1301,0,3810.666,512.8082,549.3681,253.8194,244.9374,4.342495E-03,210.9556,155.4102,493.1,6.165137,13.19265,0,78.18652,35.0032,134.9948,493.0637,13.16664,33.00295,32.55383,3000
114400,1.987671E-04,186.2051,7.674823,6.959265,0,130.131,0,3810.604,512.8082,549.3641,253.8194,244.9348,9.870606E-03,210.9541,155.4108,493.0888,6.161516,13.19251,0,78.15342,35.00318,134.9782,493.0516,13.16652,32.96606,32.51728,3000
114435,1.982571E-04,186.2015,7.674813,6.959278,4.248165E-03,130.1308,0,3810.542,512.8082,549.3599,253.8194,244.9313,0.0116585,210.9801,155.4114,493.0752,6.157165,13.19242,0,78.18256,35.00316,134.9578,493.0377,13.16644,32.94304,32.4939,3000
114471,1.972386E-04,186.2005,7.674822,6.959298,3.918835E-03,130.129,0,3810.485,512.8082,549.3558,253.8176,244.9264,5.300633E-03,211.0281,155.412,493.0611,6.152803,13.19234,0,78.10699,35.00314,134.9381,493.0238,13.16637,32.9157,32.4761,3000
114504,1.967355E-04,186.2017,7.67482,6.959308,2.904382E-04,130.1289,0,3810.445,512.8082,549.3516,253.8176,244.92,1.068846E-02,211.0492,155.4126,493.0465,6.148437,13.19225,0,78.17095,35.00311,134.9177,493.01,13.16628,32.88646,32.45353,3000
114537,1.957249E-04,186.2076,7.674812,6.959318,5.362364E-03,130.1286,0,3810.367,512.8083,549.3431,253.8176,244.9038,1.254981E-02,211.0763,155.2777,493.0318,6.144063,13.19217,0,78.2383,35.00309,134.897,492.9962,13.16621,32.86388,32.41825,3000
114570,1.947195E-04,186.1986,7.674812,6.959327,1.066114E-02,130.1292,0,3810.332,512.8084,549.339,253.8176,244.895,8.70878E-03,211.0338,155.2782,493.0198,6.140413,13.19221,0,78.19899,35.00307,134.8804,492.9851,13.16625,32.84248,32.39634,3000
114603,1.94225E-04,186.1988,7.674822,6.959337,6.235405E-03,130.1307,0,3810.289,512.8084,549.3348,253.8154,244.8861,6.431954E-03,211.0404,155.2787,493.0102,6.137489,13.19225,0,78.32531,35.00306,134.8662,492.9762,13.16629,32.82393,32.38653,3000
114635,1.932273E-04,186.201,7.674817,6.959355,2.657492E-03,130.1305,0,3810.236,512.8084,549.3307,253.8154,244.8774,1.078655E-02,211.014,155.2792,492.9985,6.133829,13.19233,0,78.25166,35.00304,134.8495,492.9651,13.16637,32.80862,32.35518,3000
114665,1.927293E-04,186.2082,7.674818,6.959364,7.702612E-03,130.1298,0,3810.141,512.8084,549.3224,253.8154,244.8609,8.269212E-03,211.0353,155.2798,492.9844,6.129431,13.19243,0,78.35086,35.00301,134.8285,492.952,13.16646,32.79438,32.34005,3000
114700,1.922347E-04,186.2118,7.674819,6.959373,6.075017E-03,130.1288,0,3810.101,512.8084,549.3181,253.8154,244.8532,8.933688E-03,211.027,155.2803,492.9729,6.125759,13.19258,0,78.41126,35.00299,134.811,492.9409,13.16661,32.78286,32.33096,3000
114735,1.912524E-04,186.2034,7.674815,6.959383,8.957067E-04,130.1289,0,3810.069,512.8085,549.3141,253.8136,244.8458,6.498254E-03,211.055,155.2809,492.9593,6.121348,13.1928,0,78.23103,35.00297,134.7914,492.9279,13.16681,32.778,32.30738,3000
114768,1.907595E-04,186.2047,7.674806,6.959402,7.374024E-03,130.1285,0,3810.035,512.8087,549.31,253.8135,244.8386,1.264394E-02,211.0597,155.2816,492.9448,6.116929,13.1929,0,78.40908,35.00295,134.7703,492.9143,13.16691,32.77216,32.29897,3000
114801,1.897796E-04,186.2074,7.674811,6.959412,1.112674E-02,130.1291,0,3810.004,512.8088,549.3062,253.8136,244.8315,9.667739E-03,211.0536,155.2821,492.9328,6.113242,13.19303,0,78.33739,35.00293,134.7534,492.9029,13.16703,32.76368,32.2891,3000
114830,1.892926E-04,186.2109,7.674823,6.95942,6.406271E-03,130.1296,0,3809.925,512.8088,549.2982,253.8114,244.8177,7.250189E-03,211.0404,155.2827,492.9182,6.108811,13.19322,0,78.35632,35.00291,134.7331,492.8894,13.16721,32.75477,32.26522,3000
114868,1.883253E-04,186.204,7.674829,6.959428,0,130.1304,0,3809.884,512.8088,549.2942,253.8114,244.811,1.147047E-02,210.9887,155.2833,492.903,6.104372,13.19336,0,78.26001,35.00288,134.7136,492.8755,13.16735,32.75196,32.25879,3000
114900,1.8784E-04,186.2057,7.674818,6.959436,2.806426E-03,130.1302,0,3809.834,512.8089,549.2902,253.8114,244.8045,0.0111731,211.0124,155.2839,492.8894,6.10067,13.19333,0,78.21558,35.00286,134.6971,492.8631,13.16732,32.74485,32.25191,3000
114934,1.86875E-04,186.2087,7.674802,6.959451,6.531365E-03,130.1284,0,3809.791,512.809,549.2862,253.8114,244.798,9.406253E-03,211.0227,155.2844,492.8756,6.09697,13.19331,0,78.46461,35.00285,134.6788,492.8506,13.1673,32.72204,32.22199,3000
114965,1.863954E-04,186.2159,7.674798,6.959461,0,130.1288,0,3809.728,512.809,549.2783,253.8096,244.7843,6.257664E-03,211.0661,155.2849,492.8622,6.09327,13.19342,0,78.3135,35.00283,134.6625,492.8385,13.1674,32.70114,32.20737,3000
115000,1.85443E-04,186.2205,7.674784,6.95947,0,130.1292,0,3809.693,512.809,549.2743,253.8096,244.7772,1.004798E-02,211.0526,155.1501,492.8454,6.088824,13.19351,0,78.29814,35.0028,134.6425,492.8237,13.16749,32.6888,32.19502,3000
115033,1.849651E-04,186.2115,7.674769,6.959479,4.581931E-03,130.1302,0,3809.654,512.809,549.2705,253.8096,244.77,0.0119426,211.0698,155.1506,492.8337,6.085859,13.19352,0,78.43274,35.00279,134.6283,492.8134,13.1675,32.68075,32.176,3000
115065,1.840149E-04,186.2131,7.674767,6.959495,0,130.1302,0,3809.607,512.809,549.2664,253.8078,244.7623,5.507521E-03,211.0545,155.1511,492.8194,6.082191,13.19363,0,78.47886,35.00277,134.6108,492.8007,13.16761,32.66005,32.16132,3000
115095,1.835426E-04,186.2157,7.67475,6.959503,0,130.1304,0,3809.56,512.809,549.2625,253.8078,244.7541,9.928477E-03,211.0701,155.1516,492.8054,6.078611,13.19382,0,78.32074,35.00275,134.5948,492.7882,13.16778,32.64659,32.14897,3000
115132,1.830745E-04,186.2222,7.674735,6.959512,3.730253E-03,130.1303,0,3809.468,512.809,549.2548,253.8078,244.7369,1.166205E-02,211.0593,155.1522,492.7876,6.074421,13.19395,0,78.44241,35.00273,134.5741,492.7725,13.16791,32.64421,32.12825,3000
115166,1.821341E-04,186.2137,7.67473,6.959521,6.589726E-03,130.13,0,3809.424,512.809,549.2509,253.8078,244.7284,8.131309E-03,211.069,155.1528,492.7696,6.070254,13.19408,0,78.43139,35.0027,134.5538,492.7564,13.16803,32.63457,32.12195,3000
115199,1.811985E-04,186.2136,7.674719,6.959539,0,130.1298,0,3809.385,512.809,549.247,253.8059,244.72,1.057067E-02,211.0801,155.1533,492.7543,6.066774,13.19419,0,78.3565,35.00269,134.5377,492.7427,13.16814,32.6278,32.10831,3000
115230,1.807334E-04,186.2161,7.674708,6.959549,4.295754E-03,130.1296,0,3809.347,512.8091,549.243,253.8059,244.7117,1.229889E-02,211.0367,155.1537,492.7416,6.063987,13.19421,0,78.3487,35.00267,134.5247,492.7313,13.16815,32.616,32.09177,3000
115264,1.798099E-04,186.2229,7.674706,6.959559,9.426394E-03,130.129,0,3809.27,512.8091,549.2354,253.8059,244.6956,8.852372E-03,211.0701,155.1543,492.722,6.059802,13.19418,0,78.26814,35.00265,134.5055,492.7137,13.16812,32.59721,32.07658,3000
115297,1.793465E-04,186.2267,7.674713,6.959569,1.181323E-03,130.1306,0,3809.238,512.8091,549.2316,253.8041,244.6878,5.518098E-03,211.1013,155.1547,492.7047,6.056312,13.19403,0,78.10078,35.00263,134.4903,492.6984,13.16799,32.57924,32.06318,3000
115330,1.788862E-04,186.2185,7.674702,6.95958,0,130.1316,0,3809.19,512.8091,549.2278,253.804,244.6801,1.124467E-02,211.1314,155.1552,492.6866,6.052816,13.19376,0,78.01327,35.00261,134.4749,492.6823,13.16773,32.54913,32.02227,3000
115364,1.779672E-04,186.2191,7.674702,6.959597,0.0116603,130.1314,0,3809.136,512.8091,549.2237,253.804,244.6725,9.382497E-03,211.1351,155.1558,492.6638,6.048613,13.19327,0,77.90665,35.00259,134.4565,492.6618,13.16726,32.49406,31.98868,3000
115397,1.775133E-04,186.221,7.674715,6.959605,5.896546E-03,130.132,0,3809.088,512.8091,549.2198,253.8019,244.6645,7.566277E-03,211.1542,155.1563,492.6444,6.045106,13.19279,0,77.80936,35.00257,134.441,492.6443,13.16682,32.4513,31.96638,3000
115430,1.766015E-04,186.2279,7.674719,6.959613,2.154831E-03,130.1333,0,3808.984,512.8091,549.2123,253.7977,244.6472,1.188803E-02,211.1089,155.0217,492.6249,6.040891,13.19227,0,77.84209,35.00254,134.4216,492.6228,13.16624,32.37186,31.89393,3000
115463,1.761483E-04,186.2315,7.674714,6.959619,7.850333E-04,130.1328,0,3808.925,512.8092,549.2084,253.7976,244.6383,1.132681E-02,211.1246,155.0221,492.6022,6.037373,13.19169,0,77.88386,35.00253,134.405,492.6048,13.16579,32.33503,31.85151,3000
115496,1.752482E-04,186.2227,7.674707,6.959624,7.173304E-03,130.1318,0,3808.876,512.8093,549.2047,253.7976,244.6293,9.394363E-03,211.1128,155.0227,492.5813,6.033146,13.19132,0,77.99113,35.0025,134.3844,492.5838,13.16545,32.2638,31.80784,3000
115529,1.747966E-04,186.2234,7.674709,6.959635,0,130.1317,0,3808.835,512.8093,549.201,253.7956,244.6201,7.31693E-03,211.1156,155.0233,492.562,6.028912,13.19108,0,77.93502,35.00248,134.3647,492.5636,13.16523,32.21664,31.7734,3000
115561,1.738987E-04,186.2289,7.674696,6.959641,0,130.1294,0,3808.77,512.8093,549.1936,253.7955,244.6021,1.128267E-02,211.1017,155.0238,492.547,6.02538,13.19094,0,78.03971,35.00246,134.3472,492.547,13.1651,32.18688,31.72293,3000
115595,1.730054E-04,186.232,7.674682,6.959648,9.498731E-03,130.129,0,3808.746,512.8094,549.1898,253.7955,244.5936,1.321488E-02,211.0838,155.0244,492.5313,6.021135,13.19094,0,78.10063,35.00244,134.3264,492.5282,13.16512,32.14946,31.69219,3000
115627,1.72566E-04,186.2358,7.674693,6.959656,1.130878E-02,130.1284,0,3808.723,512.8094,549.186,253.7955,244.5858,9.637846E-03,211.0363,155.0249,492.5194,6.017591,13.19099,0,77.93195,35.00242,134.3106,492.5128,13.16516,32.13616,31.66717,3000
115660,1.721214E-04,186.2309,7.674708,6.959677,0,130.1282,0,3808.7,512.8094,549.1824,253.7892,244.5789,1.213669E-02,211.0353,155.0254,492.5081,6.014044,13.19095,0,78.12054,35.0024,134.2927,492.4974,13.16512,32.11852,31.6353,3000
115690,1.712372E-04,186.23,7.674696,6.959689,1.312839E-03,130.1274,0,3808.678,512.8094,549.1788,253.7891,244.5729,1.155455E-02,211.0378,155.0259,492.498,6.010492,13.19102,0,78.27023,35.00238,134.2744,492.4829,13.16519,32.09542,31.61904,3000
115725,1.707978E-04,186.2327,7.674691,6.959703,8.198159E-03,130.1277,0,3808.632,512.8094,549.1715,253.7891,244.5641,9.233542E-03,211.0066,155.0265,492.4879,6.006224,13.19132,0,78.2478,35.00236,134.2536,492.4674,13.16548,32.08705,31.5966,3000
115759,1.703576E-04,186.2355,7.674693,6.959717,8.79098E-03,130.1271,0,3808.602,512.8094,549.1678,253.7891,244.5607,1.001369E-02,210.9906,155.027,492.4804,6.002664,13.19158,0,78.15914,35.00234,134.2369,492.4551,13.16573,32.08691,31.57829,3000
115793,1.694871E-04,186.2297,7.674697,6.959732,3.785725E-03,130.1271,0,3808.573,512.8094,549.1642,253.787,244.5578,7.929387E-03,210.9951,155.0276,492.4715,5.998392,13.19177,0,78.23499,35.00232,134.2159,492.4405,13.1659,32.08905,31.57126,3000
115825,1.686165E-04,186.2287,7.674698,6.959748,0,130.1263,0,3808.542,512.8094,549.1605,253.7829,244.5551,1.214313E-02,210.9957,155.0281,492.4648,5.994833,13.19194,0,78.29302,35.0023,134.1982,492.429,13.16606,32.08579,31.56181,3000
115855,1.681838E-04,186.2295,7.674671,6.959782,6.183202E-03,130.1258,0,3808.515,512.8095,549.1569,253.7828,244.5522,8.724289E-03,211.0116,154.8935,492.4585,5.99127,13.19212,0,78.23329,35.00228,134.1814,492.4181,13.16623,32.08015,31.54144,3000
115892,1.673244E-04,186.2344,7.674667,6.9598,7.634141E-03,130.1259,0,3808.49,512.8095,549.1532,253.7828,244.5491,9.24557E-03,211.0178,154.8941,492.4511,5.986991,13.1923,0,78.19608,35.00225,134.1609,492.4058,13.16641,32.07582,31.53235,3000
115924,1.668932E-04,186.2258,7.674668,6.959819,0,130.127,0,3808.421,512.8094,549.1459,253.7808,244.5425,6.788349E-03,210.996,154.8945,492.4461,5.984134,13.19239,0,78.16003,35.00224,134.1474,492.3977,13.16648,32.07054,31.52642,3000
115956,1.66465E-04,186.2255,7.674654,6.959837,0,130.127,0,3808.379,512.8094,549.1422,253.7808,244.5389,1.113824E-02,210.9963,154.8951,492.4384,5.979844,13.19247,0,78.16504,35.00222,134.1268,492.3861,13.16656,32.05635,31.5007,3000
115991,1.656144E-04,186.2277,7.674639,6.959855,0.0044144,130.1266,0,3808.337,512.8094,549.1384,253.7808,244.5348,1.260342E-02,210.9906,154.8957,492.4302,5.975548,13.19246,0,78.15628,35.00219,134.1065,492.3748,13.16656,32.03981,31.4862,3000
116024,1.651876E-04,186.2225,7.674643,6.959892,1.233868E-03,130.1266,0,3808.299,512.8094,549.1348,253.7789,244.5302,6.276048E-03,211.0079,154.8961,492.4247,5.97268,13.19243,0,78.14708,35.00218,134.0927,492.3674,13.16653,32.02506,31.47479,3000
116057,1.643391E-04,186.2216,7.674632,6.95991,0,130.1265,0,3808.227,512.8094,549.1271,253.7789,244.5193,1.232724E-02,211.0211,154.8966,492.4177,5.969091,13.19242,0,78.07332,35.00216,134.0759,492.3585,13.16652,32.00373,31.44004,3000
116091,1.639174E-04,186.2259,7.674618,6.959929,7.053162E-03,130.1265,0,3808.188,512.8095,549.1234,253.7789,244.513,0.0135497,211.0363,154.897,492.4119,5.966216,13.19238,0,78.09428,35.00214,134.0621,492.3514,13.16648,31.98635,31.42652,3000
116123,1.630797E-04,186.2294,7.674622,6.959947,9.896199E-03,130.127,0,3808.152,512.8095,549.1195,253.7789,244.5062,1.005266E-02,211.0312,154.8976,492.4044,5.962618,13.19228,0,78.01433,35.00212,134.0456,492.3427,13.16639,31.9597,31.40687,3000
116157,1.626595E-04,186.2209,7.67463,6.959982,0,130.1269,0,3808.111,512.8095,549.1157,253.7771,244.4991,1.259346E-02,211.0387,154.8981,492.3969,5.959015,13.19219,0,78.10163,35.00211,134.028,492.334,13.16631,31.93012,31.37256,3000
116189,1.61824E-04,186.223,7.674616,6.959999,0,130.1269,0,3808.069,512.8095,549.1117,253.7771,244.4917,1.133224E-02,211.0639,154.8986,492.3893,5.955409,13.1921,0,78.0752,35.00209,134.0107,492.3256,13.16623,31.90165,31.34739,3000
116222,1.614088E-04,186.2302,7.674602,6.960016,6.189545E-03,130.1278,0,3807.986,512.8095,549.1041,253.7771,244.4766,9.073417E-03,211.096,154.8991,492.382,5.951799,13.19204,0,77.98498,35.00207,133.9941,492.3176,13.16617,31.87835,31.33297,3000
116255,1.609928E-04,186.2345,7.674597,6.960033,1.249184E-02,130.1274,0,3807.938,512.8095,549.1003,253.7771,244.4691,1.065554E-02,211.1114,154.8996,492.3745,5.948184,13.19193,0,77.92901,35.00205,133.9774,492.3094,13.16607,31.85209,31.29066,3000
116289,1.601702E-04,186.232,7.674611,6.960063,3.114656E-03,130.128,0,3807.897,512.8096,549.0963,253.7752,244.4616,1.322913E-02,211.1031,154.9002,492.3651,5.94384,13.1917,0,77.94675,35.00203,133.9567,492.2994,13.16585,31.8202,31.27027,3000
116322,1.597592E-04,186.2319,7.674608,6.960078,7.707596E-03,130.1284,0,3807.852,512.8098,549.0924,253.7752,244.4543,1.453151E-02,211.1296,154.7657,492.3574,5.940215,13.19154,0,78.03018,35.00201,133.939,492.2912,13.1657,31.79206,31.24811,3000
116354,1.589387E-04,186.2372,7.674613,6.960092,9.564839E-03,130.1288,0,3807.76,512.8098,549.0843,253.7752,244.4407,1.117782E-02,211.1261,154.7663,492.3492,5.935858,13.19142,0,77.8386,35.00198,133.9193,492.2818,13.1656,31.74981,31.22431,3000
